track_name,artist_name,genre,popularity,danceability,energy,loudness,tempo,valence,acousticness,duration_ms
Five Little Monkeys Jumping on the Bed,David Landau,Folk,40,0.67,0.454,-12.121,106.05,0.596,0.483,101267
Petite Symphonie in B flat for 9 Wind Instruments: 1. Adagio et Allegretto,Charles Gounod,Opera,7,0.322,0.0282,-30.118,135.083,0.181,0.994,330427
Sheep,Steve Hofstetter,Comedy,14,0.691,0.487,-11.455,62.153,0.75,0.911,139387
Kinda Bonkers,Animal Collective,Folk,54,0.593,0.732,-6.855,78.546,0.723,0.326,194148
Together,The Intruders,Blues,28,0.257,0.469,-12.188,173.504,0.766,0.374,175960
泣き出しそうだよ,RADWIMPS,Anime,30,0.701,0.379,-7.219,124.004,0.261,0.765,279267
Touch Eem Body,XXXTENTACION,Rap,70,0.726,0.419,-11.895,129.786,0.0644,0.574,187907
Relaxin' with cherry,Kid Loco,Jazz,49,0.746,0.855,-7.097,125.954,0.582,0.216,328266
Shhh,Tevin Campbell,R&B,50,0.547,0.59,-9.194,126.11,0.442,0.171,294800
Comin' On Strong,Hepcat,Ska,21,0.839,0.503,-8.717,102.041,0.932,0.0206,207640
Music for Coffee Houses,Cafe Jazz Deluxe,Jazz,37,0.714,0.0918,-22.146,88.959,0.452,0.958,72808
Bedroom,The-Dream,Dance,62,0.654,0.585,-7.518,125.79,0.46,0.665,241452
Mischievous Dog,Ibrary's Children's Music & Stories,Children's Music,5,0.6,0.549,-7.75,204.326,0.93,0.761,53892
MPC Forum #2,Snares,Jazz,42,0.747,0.536,-10.23,180.045,0.96,0.0302,117625
Before I Die,Kirk Franklin,R&B,42,0.582,0.874,-3.749,180.013,0.689,0.0821,263973
Tren,Movimiento Original,Reggae,55,0.635,0.956,-5.139,91.976,0.473,0.0754,258312
Strobelite (feat. Peven Everett),Gorillaz,Hip-Hop,60,0.64,0.864,-4.909,105.107,0.497,0.0409,272667
Una Nalga En La Fiesta - En Vivo,Polo Polo,Comedy,30,0.593,0.235,-23.023,89.911,0.366,0.796,891600
I Wanna Go,Britney Spears,R&B,63,0.696,0.546,-6.55,130.002,0.787,0.00379,210267
Two Swords,Ramin Djawadi,Soundtrack,38,0.0643,0.0985,-23.194,64.108,0.0399,0.81,109987
Siempre,Jorge Luis Chacin,Reggaeton,20,0.741,0.742,-6.902,93.954,0.87,0.327,263000
Friends - Recorded at Spotify Studios NYC,Shallou,Soul,47,0.425,0.533,-8.958,151.902,0.312,0.0461,180983
Too Much Is Never Enough,Florence + The Machine,Dance,53,0.459,0.664,-4.68,128.159,0.0754,0.311,348345
Kito Kito - Dance Of Your Nature,Masakatsu Takagi,Soundtrack,34,0.321,0.328,-14.012,91.361,0.257,0.931,128013
Cold,Post Malone,Rap,68,0.67,0.572,-7.312,132.98,0.259,0.647,268933
We’re The Kids In The Kitchen,Juice Music,Children's Music,1,0.561,0.624,-12.834,202.006,0.901,0.489,171653
"Love Theme - From ""Romeo and Juliet""",Maurice Jarre,Soundtrack,28,0.123,0.194,-12.089,169.486,0.0387,0.979,186733
Black Muddy River,Gregg Allman,Blues,25,0.603,0.557,-6.029,123.947,0.489,0.223,277267
Dulce Carita (feat. Zion Y Lennox),Dalmata,Reggaeton,60,0.721,0.723,-6.236,92.984,0.488,0.0934,230667
Encounter,Chris Quilala,World,29,0.443,0.644,-7.36,147.816,0.114,0.0269,335640
Nincompoop,Desmond Dekker,Reggae,36,0.787,0.486,-7.793,79.38,0.843,0.247,157627
Animal I Have Become,Three Days Grace,Rock,73,0.553,0.853,-3.668,122.023,0.506,0.000684,231400
Cumberland Gap,Jason Isbell and the 400 Unit,Folk,50,0.272,0.908,-7.928,160.913,0.38,0.000354,204402
Die Walkure: Act I: Wintersturme wichen dem Wonnemond,Richard Wagner,Opera,14,0.205,0.257,-13.209,81.068,0.144,0.972,193840
Young N***a Living,A$AP Mob,Hip-Hop,59,0.761,0.696,-5.811,114.957,0.272,0.114,258880
"Time To Say Goodbye (Con te partirò) - Live At Central Park, New York/2011",Andrea Bocelli,Classical,31,0.23,0.305,-9.827,85.786,0.446,0.936,253991
Fucking in Love,Jaya The Cat,Ska,24,0.674,0.466,-7.663,75.502,0.903,0.124,184537
Portland Restaurants,Comedian Bob Marley,Comedy,11,0.648,0.326,-19.722,52.796,0.589,0.843,71013
Sadness,Matt Nathanson,Folk,41,0.632,0.749,-5.219,109.966,0.279,0.0103,201520
Runaway,Del Shannon,Rock,60,0.594,0.533,-7.993,78.552,0.729,0.153,137307
My Ghetto,Black Flag,Ska,24,0.352,0.949,-11.879,126.273,0.0384,0.0012,125267
Nights Like This (feat. Ty Dolla $ign),Kehlani,Rap,85,0.61,0.725,-5.131,146.163,0.291,0.367,201788
39 Is Lamer Than 40,Matt Braunger,Comedy,22,0.726,0.705,-9.924,59.537,0.808,0.662,42846
East To West,Casting Crowns,Rock,57,0.46,0.511,-6.125,72.934,0.324,0.165,266107
Temptation,Judy Kuhn,Movie,6,0.786,0.2,-12.64,114.898,0.465,0.715,182587
Lights Out,Chris Brown,Dance,54,0.73,0.494,-9.626,107.993,0.297,0.0248,286373
"Verdi: Otello, Act 4: ""Ave Maria"" (Desdemona)",Giuseppe Verdi,Opera,21,0.122,0.0628,-22.822,66.47,0.0379,0.983,290000
Apple Berry Nana,Eric Bellinger,Indie,59,0.401,0.511,-6.427,75.375,0.621,0.378,213238
Clown Song (Vocal),Kimbo Children's Music,Children's Music,0,0.791,0.247,-10.912,136.957,0.955,0.839,123067
Tu Y Yo,Nicky Jam,Reggaeton,37,0.852,0.768,-5.283,96.04,0.713,0.314,162692
Shokubutsuen,majiko,Anime,18,0.531,0.54,-6.913,104.979,0.519,0.694,253347
I'll Be There For You/You're All I Need To Get By,Method Man,Hip-Hop,51,0.728,0.677,-8.55,95.01,0.641,0.172,309773
キラキラだとか夢だとか〜Sing Girls〜,Poppin'Party,Anime,27,0.416,0.99,-1.864,179.983,0.554,0.00635,305700
Sleepwalker - Demo Version,Emily King,R&B,45,0.61,0.196,-16.099,160.015,0.433,0.892,176960
Great I Am,New Life Worship,Alternative,51,0.246,0.51,-6.637,159.915,0.101,0.00799,328933
Cuando tu no estas - tropical version,Olga Tanon,Reggaeton,18,0.77,0.898,-5.423,99.956,0.931,0.118,258373
Who Got Da Props,Black Moon,Children’s Music,58,0.805,0.653,-11.251,100.349,0.257,0.138,270067
Back for More,Five Finger Death Punch,Children’s Music,51,0.452,0.996,-2.342,152.01,0.168,6.81e-06,202560
Cuando Es/ Wao,Eddie Dee,Reggaeton,38,0.838,0.881,-5.529,97.039,0.889,0.218,200412
A-E-I-O-U (The Caterpillar Song) / Who R U / How Doth the Little Crocodile / Keep Your Temper,Richard Haydn,Movie,28,0.307,0.121,-15.588,90.166,0.131,0.938,274400
Holding Out For You,Pond,Folk,47,0.376,0.86,-6.063,128.228,0.45,0.000502,283395
After Your Heart,Vertical Worship,World,39,0.533,0.783,-7.121,112.027,0.173,0.0144,253696
Lie To Me (feat. Julia Michaels),5 Seconds of Summer,Pop,85,0.611,0.52,-5.445,159.927,0.771,0.0132,149878
A Little Past Little Rock,Lee Ann Womack,Country,38,0.54,0.534,-8.032,85.983,0.346,0.546,256027
Old MacDonald Had a Farm,Nursery Rhymes and Kids Songs,Children's Music,2,0.707,0.629,-6.269,172.101,0.838,0.114,149586
Butterflies - Demo/Album Version,Floetry,Soul,49,0.712,0.65,-4.837,89.965,0.681,0.274,243440
Gully Squad,12th Planet,Electronic,30,0.72,0.966,-2.574,144.95,0.155,0.00289,218483
Sixth Avenue,Theodore Shapiro,Soundtrack,28,0.363,0.0231,-34.123,179.998,0.0546,0.991,128173
Numb - Bonus Track,August Alsina,Hip-Hop,59,0.796,0.488,-6.699,96.032,0.26,0.0217,254000
4L,21 Savage,Pop,72,0.879,0.41,-9.233,80.011,0.0703,0.000897,288364
Aida (1972 Digital Remaster): Ritorna vincitor,Giuseppe Verdi,Opera,14,0.364,0.206,-16.361,87.192,0.0736,0.98,424933
2 High (feat. $uicideboy$),Getter,Electronic,44,0.726,0.892,-2.278,120.1,0.334,0.000848,154000
If You Should Lose Me/You'Ll Lose A Goodthing,Yellowman,Reggae,27,0.892,0.339,-14.683,144.037,0.961,0.0508,258707
The Kids Don't Like It/In The Pit - Live,Reel Big Fish,Ska,19,0.595,0.806,-6.161,97.203,0.851,0.142,403480
Busy Toddlers,Radha,Children's Music,0,0.829,0.647,-9.454,145.025,0.784,0.00367,108360
"I Lombardi, Act II, Scene 5: Stolto Allhà! (Eremita, Arvino)",Giuseppe Verdi,Opera,13,0.462,0.311,-18.848,107.775,0.71,0.951,96732
Hamadoun Toure,Toumani Diabaté,World,37,0.485,0.402,-12.809,93.02,0.772,0.845,318407
April In Paris,Billie Holiday,Blues,53,0.496,0.127,-14.211,74.746,0.211,0.927,185587
Sahara,Songhoy Blues,World,25,0.474,0.763,-7.95,98.55,0.767,0.00141,183720
Soul Fever Blues,Parov Stelar,Jazz,46,0.738,0.753,-7.081,121.985,0.549,0.109,184550
Shelob's Lair,Howard Shore,Soundtrack,39,0.12,0.387,-15.298,90.09,0.043,0.678,247067
The Sun Is Rising,Britt Nicole,Children’s Music,54,0.427,0.625,-7.713,145.488,0.209,0.463,266173
Manon Lescaut / Act 1: Cortese damigella,Giacomo Puccini,Opera,9,0.274,0.175,-19.439,84.794,0.218,0.976,226893
Outside,TENDER,Indie,47,0.577,0.52,-8.237,74.952,0.432,0.172,250493
Soñando,Kevin Martes 13,Reggaeton,42,0.744,0.609,-8.539,180.011,0.767,0.142,269427
I'm Not Your Stepping Stone,Paul Revere & The Raiders,Folk,51,0.49,0.774,-8.67,134.063,0.902,0.0211,165867
FACK,Eminem,Rap,60,0.84,0.615,-7.164,124.214,0.346,0.00629,205760
70s 80s,Nightmares On Wax,Electronic,53,0.764,0.521,-11.174,174.009,0.512,0.00232,332853
You Can Leave Your Hat On,Randy Newman,Movie,23,0.738,0.325,-10.458,91.929,0.276,0.984,151960
SKIN TO BONE,Linkin Park,Alternative,49,0.471,0.977,-3.593,159.992,0.762,0.0435,168347
February,Kimbo Children's Music,Children's Music,0,0.701,0.211,-14.128,64.799,0.487,0.955,148013
Tired Of Fighting,Menahan Street Band,World,39,0.59,0.733,-7.784,168.1,0.846,0.0163,211573
Angry Camper's Dad,The Jerky Boys,Comedy,10,0.633,0.266,-19.044,165.294,0.705,0.941,110507
What Is This Feeling?,Kristin Chenoweth,Movie,41,0.63,0.422,-8.693,152.311,0.516,0.729,212227
Song For Zula,Phosphorescent,Country,62,0.492,0.626,-8.26,86.016,0.524,0.729,370200
Smile,Kota the Friend,Hip-Hop,53,0.828,0.394,-9.837,107.927,0.476,0.764,160179
A Good Night,John Legend,Soul,69,0.53,0.707,-5.516,109.827,0.696,0.104,203453
Find Your Love,Drake,Pop,63,0.623,0.598,-5.914,96.081,0.822,0.0246,208947
Rock It,Valentino Khan,Electronic,32,0.739,0.962,-4.1,127.998,0.251,0.00031,199432
Ready For The Floor,Hot Chip,Rock,63,0.764,0.759,-5.443,128.999,0.937,0.00903,234240
Simple Things,Miguel,R&B,58,0.536,0.496,-6.452,80.925,0.234,0.642,196027
Closer to U,Rendezvous At Two,Soul,40,0.816,0.362,-11.411,120.75,0.268,0.628,193657
Round and Round,Ratt,Rock,63,0.616,0.965,-4.464,126.535,0.405,0.0135,266627
SLP2,Tank,R&B,38,0.423,0.748,-5.156,48.259,0.517,0.487,285227
Despedida,Antonio Pinto,Soundtrack,25,0.759,0.213,-12.893,132.014,0.319,0.854,171960
Buscar En Jah,Dread Mar I,Reggae,52,0.711,0.375,-15.067,80.041,0.942,0.101,200124
Like Woah,Logic,Hip-Hop,63,0.717,0.907,-4.457,107.051,0.401,0.035,232693
Hipster Douchebag,Bumpin Uglies,Reggae,19,0.492,0.76,-6.599,160.45,0.798,0.354,162615
Par amour,Youssoupha,Reggae,63,0.716,0.597,-7.275,96.937,0.443,0.0118,217827
Endless Praise - Live,Planetshakers,Alternative,51,0.54,0.971,-3.777,127.982,0.42,0.00539,246787
"Viola d'amore Concerto in A Minor, RV 397: I. Vivace",Antonio Vivaldi,Classical,47,0.487,0.19,-17.655,139.432,0.696,0.929,190030
Tornado Of Souls - Remastered 2004,Megadeth,Rock,63,0.519,0.982,-3.547,97.745,0.361,0.00203,319267
Santa Looked a Lot Like Daddy,Brad Paisley,Country,39,0.504,0.985,-5.17,167.852,0.965,0.358,252560
I've Got It Bad (And That Ain't Good),Marvin Gaye,Soul,40,0.539,0.479,-4.134,99.61,0.504,0.723,146293
Having A Party,"Lee ""Scratch"" Perry",Reggae,53,0.739,0.758,-6.418,92.878,0.787,0.405,280960
The Love Bug - Live,George Strait,Country,35,0.393,0.914,-5.898,178.316,0.691,0.198,182853
Me And My B*tch,The Notorious B.I.G.,Hip-Hop,53,0.629,0.715,-7.585,178.007,0.483,0.0713,240480
It's Gonna Be Alright,Southern Avenue,Blues,23,0.524,0.648,-5.528,129.157,0.708,0.133,194947
18,One Direction,Pop,70,0.681,0.582,-7.76,124.038,0.221,0.22,248360
水琴窟-SUIKINKUTSU-,Tokyo Ska Paradise Orchestra,Jazz,41,0.326,0.974,-6.303,172.388,0.538,0.273,420400
Cabin Pressure,The Crystal Method,Electronic,35,0.64,0.916,-8.75,130.011,0.0796,0.0226,302067
Lost and Found,Brooks & Dunn,Country,42,0.659,0.786,-5.583,115.282,0.779,0.211,225387
"Born To Hand Jive - From ""Grease Live!"" Music From The Television Event",DNCE,Dance,48,0.664,0.8,-5.6,127.963,0.882,0.000823,287933
Rappahannock,Emancipator,Jazz,42,0.747,0.541,-9.374,90.024,0.407,0.493,314293
Save It For A Rainy Day,The Jayhawks,Alternative,46,0.638,0.763,-3.537,124.827,0.706,0.266,187733
Champagne & Sunshine (Ellusive Remix),PLVTINUM,Pop,71,0.568,0.79,-4.411,109.747,0.566,0.174,184000
Te Guardo,Silvana Estrada,Jazz,54,0.412,0.393,-9.737,156.176,0.207,0.89,201674
Eastern Medicine,Eddie Izzard,Comedy,15,0.46,0.888,-18.076,64.881,0.0366,0.784,237738
Decisiones,Rubén Blades,Jazz,58,0.661,0.61,-9.824,96.402,0.452,0.777,303400
CuT me oFF (feat. NAV),Tory Lanez,Hip-Hop,62,0.705,0.675,-4.433,139.91,0.118,0.266,124154
Traveller,Mungo's Hi Fi,Reggae,39,0.865,0.62,-8.344,141.932,0.666,0.00529,262081
Perfect Illusion,Lady Gaga,Dance,69,0.625,0.855,-5.471,124.977,0.668,0.00138,182000
Sunday Sermon,Booker T. & the M.G.'s,Blues,30,0.61,0.264,-18.089,81.079,0.513,0.32,245693
"I Lombardi, Act II, Scene 2: Come poteva un angelo (Oronte, Sofia)",Giuseppe Verdi,Opera,14,0.375,0.0871,-24.098,87.188,0.305,0.956,114183
Lamborghini Getaway,City Morgue,Hip-Hop,53,0.794,0.685,-5.727,139.977,0.194,0.0625,128973
The Wrong Side,JJ Grey & Mofro,Blues,28,0.793,0.354,-9.095,87.935,0.64,0.243,311333
Are You Gonna Kiss Me Or Not,Thompson Square,Country,62,0.485,0.701,-3.807,151.948,0.613,0.039,184920
Renegade Music,Papa Roach,Rock,64,0.412,0.896,-3.807,172.343,0.434,0.000155,203921
Heaven,Ebo Taylor,Jazz,42,0.655,0.771,-7.321,99.567,0.398,0.124,365693
Waves,Joey Bada$$,Rap,55,0.733,0.912,-3.239,89.947,0.888,0.223,211631
Mein Herz brennt,Rammstein,Children’s Music,57,0.519,0.765,-5.822,83.099,0.142,0.00285,279893
You're Mine,Phantogram,Indie,54,0.665,0.772,-5.997,119.049,0.272,0.000859,171053
Social Climb,I DONT KNOW HOW BUT THEY FOUND ME,Children’s Music,59,0.532,0.832,-5.958,176.155,0.771,0.0986,176853
Just as I Am,Jus,World,31,0.564,0.344,-8.282,123.509,0.108,0.783,321359
Hate Bein' Sober,Chief Keef,Rap,66,0.821,0.469,-7.152,132.002,0.321,0.00469,280173
Barefoot,Dave Koz,Jazz,31,0.736,0.305,-14.277,90.55,0.663,0.428,280163
Brown Skin Lady,Black Star,Hip-Hop,49,0.566,0.558,-9.141,175.594,0.853,0.582,346667
Days,FLOW,Anime,36,0.594,0.853,-3.361,126.095,0.914,0.00221,253400
Untitled (Live at Largo),Zach Galifianakis,Comedy,17,0.525,0.633,-15.313,81.584,0.307,0.836,141493
Party Favors,Tinashe,R&B,53,0.654,0.492,-7.777,94.992,0.185,0.0307,269860
Getting Over You,Lauv,Pop,73,0.604,0.507,-7.928,91.984,0.114,0.273,255886
Thank You,Quincy Mumford,Alternative,47,0.856,0.213,-11.981,81.999,0.206,0.495,206867
Alamo,Boombox Cartel,Electronic,43,0.485,0.872,-4.636,170.092,0.0423,0.0984,263294
Don't Turn The Lights On,Chromeo,Indie,50,0.709,0.843,-5.166,115.98,0.745,0.000774,272453
Il Trovatore (1910 Recording): Act II: Mal reggendo all'aspro assalto,Giuseppe Verdi,Opera,16,0.373,0.197,-13.966,127.117,0.213,0.994,215760
Girls Like You,Miguel,Rap,50,0.511,0.718,-6.795,167.722,0.291,0.000858,203680
Can't Run From Love,Joe,Soul,44,0.69,0.532,-8.414,89.974,0.382,0.118,202855
In This Whole World,Gramatik,Electronic,41,0.678,0.879,-3.261,92.027,0.44,0.0141,233967
"Intermezzo (""Cavalleria Rusticana"")",Pietro Mascagni,Opera,12,0.545,0.0348,-17.331,115.666,0.228,0.995,190253
"Carmen, WD 31 (Excerpts): Overture",Georges Bizet,Opera,7,0.33,0.357,-18.289,126.338,0.698,0.732,134133
Yours,Russell Dickerson,Rock,75,0.555,0.722,-6.005,134.058,0.559,0.119,216960
Illusion - Rollercone remix,Limbo Experience,Jazz,41,0.717,0.867,-7.511,124.756,0.703,0.0115,275067
Really Love - Live from Spotify NYC,D'Angelo,Alternative,49,0.384,0.485,-16.485,76.037,0.375,0.472,468420
Las Tennis Las Gorras y Las Motoras,Bayronfire,Reggaeton,34,0.698,0.962,-2.633,117.774,0.649,0.144,161000
a burning bullet,LAST ALLIANCE,Anime,22,0.554,0.916,-4.35,104.516,0.47,0.000325,254293
The Courage of Hobbits,Howard Shore,Soundtrack,25,0.0722,0.0584,-27.339,78.061,0.033,0.941,180307
Getting There,Flying Lotus,Electronic,46,0.18,0.719,-5.789,163.801,0.1,0.149,109353
Sinnerman,Nina Simone,Jazz,63,0.436,0.529,-13.818,147.361,0.685,0.636,622000
Ex's And Oh's,Atreyu,Rap,56,0.336,0.986,-3.155,159.934,0.163,1.7e-05,211893
Kitty,Randy Newman,Movie,25,0.25,0.0836,-20.661,93.013,0.0422,0.526,79080
Look Like,Yung Pinch,Hip-Hop,65,0.806,0.523,-7.623,130.075,0.62,0.0249,226154
Ditch,Gus Dapperton,Indie,58,0.547,0.564,-8.307,112.97,0.0677,0.0194,210233
Syncope,Steve Hauschildt,World,46,0.539,0.655,-14.259,126.003,0.416,0.44,324899
Si No Le Contesto,Plan B,Reggaeton,59,0.844,0.757,-4.61,94.977,0.532,0.0945,220133
Smirnoff Ice,Yung Lean,Hip-Hop,53,0.604,0.809,-4.758,145.065,0.0993,0.105,106942
D'yer Mak'er,Led Zeppelin,Rock,57,0.537,0.893,-10.234,163.727,0.588,0.15,261773
Last Memory,Takeoff,Pop,72,0.853,0.696,-6.179,118.001,0.184,0.179,171270
Melissa,The Allman Brothers Band,Rock,56,0.546,0.425,-13.111,83.151,0.514,0.138,234467
U Should've Known Better,Monica,R&B,48,0.753,0.516,-5.164,122.019,0.826,0.191,257787
青春の瞬き,Sheena Ringo,Anime,38,0.495,0.547,-5.591,145.985,0.37,0.0277,318907
Stoop So Low,Alextbh,Indie,65,0.46,0.398,-9.074,95.852,0.335,0.669,197938
Strolling (feat. Protoje),Alborosie,Reggae,45,0.648,0.75,-4.869,73.907,0.775,0.0858,227800
Impostor Syndrome,Sidney Gish,Indie,44,0.717,0.567,-9.166,114.976,0.728,0.6,294261
Where Mermaids Dwell,Jodi Benson,Movie,4,0.522,0.382,-16.919,87.599,0.543,0.265,179560
Salsa,311,Reggae,28,0.652,0.894,-6.371,88.662,0.956,0.0168,147840
Maltrátame,Angel Y Khriz,Reggaeton,31,0.835,0.677,-5.061,104.987,0.756,0.0135,188267
"Manon Lescaut / Act 3: ""... e Kate ripose al Re""",Giacomo Puccini,Opera,5,0.563,0.235,-18.08,100.221,0.293,0.94,78867
Itchin' On A Photograph,Grouplove,Indie,54,0.501,0.877,-6.369,96.993,0.268,0.137,259507
Concerto No. 1 In D Major RV 549: II. Largo E Spiccato (Vivaldi),Accademia Bizantina,Opera,8,0.312,0.0165,-22.726,75.527,0.15,0.889,129000
The Greatest Man I Never Knew,Reba McEntire,Country,40,0.528,0.339,-7.99,85.082,0.218,0.749,193880
En Su Nota - Remastered 2016,Don Omar,Reggaeton,46,0.779,0.883,-4.463,95.987,0.888,0.00396,219333
Til It Happens To You,Lady Gaga,Dance,61,0.407,0.558,-4.753,113.666,0.143,0.501,258093
Live It Up - Official Song 2018 FIFA World Cup Russia,Nicky Jam,Hip-Hop,71,0.582,0.944,-0.928,143.97,0.8,0.00573,207977
Frankenstein,The Edgar Winter Group,Country,43,0.625,0.733,-12.127,95.211,0.524,0.0595,285600
Now Behold the Lamb,Kirk Franklin,R&B,45,0.287,0.544,-6.775,164.181,0.294,0.446,418707
Heaven,Ebo Taylor,World,42,0.655,0.771,-7.321,99.567,0.398,0.124,365693
Love Song,Sara Bareilles,Pop,77,0.583,0.786,-3.142,123.052,0.573,0.0208,258827
Origin,TYNAN,Electronic,32,0.897,0.822,0.0,125.997,0.453,0.00435,199048
Do Not Go Gently,Animals As Leaders,Jazz,34,0.62,0.875,-5.678,129.979,0.637,4e-05,221133
Zen Garden,Shakuhachi Sakano,World,26,0.238,0.124,-23.008,95.519,0.0399,0.98,430241
Things Happen,Dawes,Folk,65,0.522,0.531,-7.78,79.252,0.761,0.387,243320
Saving Us (feat. Gemie),SawanoHiroyuki[nZk],Anime,28,0.613,0.619,-6.59,135.952,0.369,0.128,283147
Candela,Ñejo,Reggaeton,25,0.736,0.736,-5.447,150.021,0.968,0.252,104571
Passin' Me By,The Pharcyde,Hip-Hop,68,0.759,0.756,-8.145,87.059,0.613,0.0903,303493
Phone Racist,Chad Daniels,Comedy,31,0.531,0.679,-9.299,78.094,0.733,0.829,186987
Peter - Finding Neverland/Soundtrack Version,Jan A.P. Kaczmarek,Soundtrack,35,0.171,0.0721,-20.694,104.9,0.0386,0.965,140933
Encantadora - Remix,Yandel,Hip-Hop,62,0.644,0.895,-3.669,169.98,0.887,0.172,252493
Goddamn Lonely Love,Drive-By Truckers,Alternative,48,0.426,0.534,-7.477,119.306,0.133,0.116,299333
Hakushi no haru,Eve,Anime,30,0.481,0.658,-5.306,114.62,0.693,0.126,269149
Rings,Tycho,Dance,53,0.474,0.908,-9.364,139.983,0.112,0.00543,248643
Jermaine's Interlude (feat. J. Cole),DJ Khaled,Hip-Hop,50,0.547,0.678,-3.292,136.348,0.61,0.515,183832
Klendathu Drop,Basil Poledouris,Soundtrack,44,0.318,0.558,-12.552,61.17,0.19,0.254,269000
M.J.'s New Life / Spidus Interruptus,Danny Elfman,Soundtrack,29,0.181,0.259,-13.799,125.315,0.0409,0.837,151920
Blank Marquee,Yuna,Alternative,60,0.849,0.77,-6.054,113.324,0.889,0.404,220773
Come Together,The Internet,Children’s Music,59,0.684,0.564,-8.45,96.357,0.52,0.363,220587
Jingle Bell Rock,Dylan Scott,Country,38,0.691,0.584,-5.585,122.065,0.67,0.71,133293
Momento,Sammy & Falsetto,Reggaeton,33,0.785,0.434,-6.365,144.02,0.393,0.469,232177
Ham Sandwich,Getter,Electronic,49,0.609,0.631,-6.333,130.03,0.0688,0.00084,225231
Losing You,Aquilo,Indie,48,0.44,0.445,-8.679,78.028,0.181,0.617,205859
Someone Else's Problem,Five Iron Frenzy,Ska,20,0.768,0.744,-3.857,89.951,0.961,0.0228,196346
Seduction,Boney James,Jazz,34,0.722,0.539,-9.911,116.825,0.577,0.116,327400
A Shot In The Arm,Wilco,Folk,48,0.556,0.787,-5.006,126.356,0.571,0.0486,259800
Ni Soku Ho Kou,DECO*27,Anime,25,0.472,0.936,-3.314,180.062,0.442,0.00268,183385
Morning BJ,Point Point,Electronic,33,0.762,0.575,-4.765,160.023,0.45,0.0273,153000
Lo Sabes,Dread Mar I,Reggae,49,0.764,0.584,-6.173,81.984,0.858,0.158,256373
Make Friends with a Bean Bag (Instrumental),Kimbo Children's Music,Children's Music,0,0.65,0.307,-19.942,132.194,0.759,0.941,176107
"Take Me Home, Country Roads (Live) [feat. Everybody]",Larry Groce,Movie,23,0.256,0.558,-12.676,79.682,0.524,0.425,242040
Carried Away,Passion Pit,Alternative,57,0.772,0.826,-5.135,119.995,0.871,0.0176,221973
Harmonica - Remastered,The Graham Bond Organisation,Blues,30,0.6,0.97,-4.961,130.054,0.547,0.48,171733
WTF (Where They From) [feat. Pharrell Williams],Missy Elliott,Rap,59,0.932,0.819,-3.484,119.941,0.556,0.0181,192773
Built To Roam - Audiotree Live Version,Shakey Graves,Indie,50,0.531,0.363,-12.37,112.157,0.136,0.629,294322
You Might Be Sleeping,Jakob Ogawa,Children’s Music,58,0.587,0.561,-9.249,92.602,0.511,0.719,147093
Likes,Yuna,Alternative,58,0.437,0.614,-6.909,81.121,0.655,0.656,215560
My Favourite Things,Tony Bennett,Jazz,39,0.49,0.371,-13.594,138.756,0.59,0.636,197600
I Can Just Be Me,Laura Story,World,32,0.451,0.609,-5.053,83.962,0.0949,0.361,215627
Beautiful Blue Sky,Ought,Folk,49,0.624,0.732,-6.452,122.558,0.564,0.0748,463545
Insecure,Jazmine Sullivan,Pop,67,0.512,0.511,-4.412,88.816,0.651,0.537,218073
Don't Change,Nao,Soul,48,0.62,0.388,-8.295,105.047,0.258,0.0962,208067
Animal,MISSIO,Children’s Music,49,0.437,0.708,-5.811,140.125,0.198,0.0152,210187
Puccini: Turandot: Popoli di Pekino! La legge e questa - Act One,Giacomo Puccini,Opera,10,0.336,0.455,-8.936,100.055,0.0965,0.985,332040
Thinking Out Loud,Mr. Vegas,Reggae,29,0.711,0.629,-5.434,84.112,0.604,0.0118,234289
